Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume,Underaged,Market Cap Category,Yearly_NetIncome,Profitable,Avg_Volume_1_6,Volume_Category,Avg Monthly Volume,Avg Quarterly Income,Volume to Income Ratio,Avg Monthly Income,Market Cap to Avg Monthly Income Ratio,in_index
CE,13111223000,NYSE,108852000,220000000,91000000,767000000,191000000,434000000,502000000,524000000,506000000.0,10053116.0,21541693.0,31524983.0,24071292.0,30971919.0,35062514.0,16569770.0,33098728.0,18220500.0,19427279.0,20669519.0,26515977.0,20530958.0,26137299.0,20790714.0,25459202.0,22780566.0,22326522.0,17043647.0,25984460.0,20484952.0,14535144.0,14463421.0,15171959.0,0,0-14.6B,1269000000,Profitable,25537586.166666668,Good Volume,25537586.166666668,317250000.0,12.422865572710059,134791666.66666666,97.27027882534776,1
CEG,36561797000,NASDAQ,321592000,833000000,96000000,34000000,-188000000,-111000000,106000000,42000000,607000000.0,22150887.0,37932332.0,39107980.0,32552732.0,54450146.0,55270507.0,28793931.0,52792075.0,44304382.0,39458839.0,32462313.0,45314268.0,38356028.0,55828389.0,49779209.0,51655943.0,58936756.0,56065124.0,51063047.0,71718757.0,,,,,0,14.6B-50B,775000000,Profitable,40244097.333333336,Good Volume,40244097.333333336,193750000.0,4.814370624223716,59125000.0,618.3813446088795,1
CF,16269375000,NYSE,192948000,527000000,560000000,-8000000,438000000,1165000000,883000000,-52000000,-185000000.0,26569235.0,48095746.0,46186615.0,45052460.0,57904747.0,64740809.0,44034879.0,68887921.0,55812424.0,59981654.0,48329504.0,59697249.0,51537870.0,59247291.0,53772804.0,49781614.0,87013697.0,69061446.0,66852415.0,130543007.0,82259304.0,72556429.0,60447792.0,59292774.0,0,14.6B-50B,1517000000,Profitable,48091602.0,Good Volume,48091602.0,379250000.0,7.885992236232846,138666666.66666666,117.32722355769232,1
CFG,12520515000,NYSE,472294000,478000000,511000000,653000000,636000000,364000000,420000000,530000000,530000000.0,73121402.0,100191594.0,117805360.0,137592154.0,144976256.0,212773336.0,176311198.0,232175790.0,61537403.0,82611413.0,75861665.0,78636874.0,98495069.0,100721861.0,78808491.0,84076830.0,112020358.0,126449065.0,186795825.0,128227406.0,81231013.0,121168613.0,84750411.0,87691505.0,0,0-14.6B,2278000000,Profitable,131076683.66666667,Good Volume,131076683.66666667,569500000.0,4.344784930997046,171750000.0,72.89965065502183,1
CHD,21883421000,NYSE,246047000,221200000,203200000,-164700000,187100000,187100000,204400000,158100000,230400000.0,22239475.0,23029069.0,26381677.0,26913775.0,32635618.0,40189722.0,24643641.0,29608934.0,27898841.0,27579461.0,27522302.0,33539414.0,36344175.0,35490193.0,34671810.0,26081496.0,34416567.0,30316790.0,24636094.0,29157446.0,36381196.0,44437336.0,37186172.0,23730204.0,0,14.6B-50B,446800000,Profitable,28564889.333333332,Good Volume,28564889.333333332,111700000.0,3.910394985134898,51116666.666666664,428.10735572220415,1
CHRW,9983958000,NASDAQ,116431000,97316000,114891000,96193000,225798000,348185000,270348000,230098000,247053000.0,11662103.0,20665236.0,20234610.0,16588258.0,26993106.0,23906232.0,22136289.0,26179709.0,28706887.0,38608836.0,26837508.0,35782723.0,27006692.0,29121709.0,25622517.0,25321879.0,25495810.0,26966081.0,27934900.0,33482568.0,31436533.0,23712323.0,24383290.0,21637838.0,0,0-14.6B,534198000,Profitable,20008257.5,Good Volume,20008257.5,133549500.0,6.674719175320489,67911750.0,147.01370528664037,1
CHTR,68017992000,NASDAQ,149671000,1223000000,1021000000,1196000000,1185000000,1471000000,1203000000,1610000000,1217000000.0,10520373.0,23391599.0,27786548.0,27237478.0,23982551.0,22621205.0,20694179.0,25177902.0,19130244.0,27711303.0,36348828.0,25911438.0,33881407.0,34404012.0,25423747.0,23767439.0,28593026.0,32300083.0,31367464.0,34936182.0,37131700.0,27346333.0,29921737.0,19478387.0,0,50B-100B,4625000000,Profitable,22589959.0,Good Volume,22589959.0,1156250000.0,51.18424517724888,421916666.6666667,161.21191072486667,1
CI,92384240000,NYSE,295980000,1460000000,1267000000,1169000000,2757000000,1559000000,1183000000,-336000000,1621000000.0,16592276.0,21730334.0,32011938.0,28926558.0,35254215.0,39060626.0,34265123.0,45089250.0,33320669.0,32503763.0,27781384.0,44641392.0,40481974.0,43952175.0,42894976.0,40602198.0,41188872.0,34775003.0,26362836.0,37619933.0,34578055.0,35339521.0,40053715.0,46169728.0,0,50B-100B,6653000000,Profitable,28929324.5,Good Volume,28929324.5,1663250000.0,57.4935650502313,445000000.0,207.60503370786518,1
CINF,16171854000,NASDAQ,156856000,534000000,225000000,1013000000,-418000000,-818000000,-266000000,1470000000,153000000.0,8676528.0,12559594.0,13542913.0,15198608.0,14772120.0,10886094.0,10941966.0,24857329.0,12815211.0,11107805.0,11224544.0,13044168.0,19844806.0,18041296.0,16621965.0,20788162.0,12179862.0,13291418.0,12510166.0,17790246.0,14904297.0,12630945.0,11780692.0,10913452.0,0,14.6B-50B,1354000000,Profitable,12605976.166666666,Good Volume,12605976.166666666,338500000.0,26.852343327054523,78875000.0,205.0314294770206,1
CL,59645825000,NYSE,826692000,502000000,372000000,5000000,618000000,603000000,559000000,148000000,634000000.0,64296240.0,72889334.0,81587075.0,104207458.0,101151966.0,129566607.0,98689144.0,101151455.0,72129429.0,104753612.0,69907674.0,74172400.0,97811523.0,103159554.0,97230255.0,80884257.0,96331529.0,108748185.0,133250969.0,121358234.0,89150708.0,110017763.0,101655537.0,75839226.0,0,50B-100B,1497000000,Profitable,92283113.33333333,Good Volume,92283113.33333333,374250000.0,4.0554548549763565,143375000.0,416.0127288578901,1
CLX,15495165000,NYSE,124001000,176000000,-211000000,99000000,85000000,101000000,150000000,69000000,142000000.0,28840223.0,29311594.0,29739960.0,21915141.0,22990873.0,31597564.0,19910587.0,25352931.0,26378339.0,23402074.0,17407114.0,29068928.0,23467080.0,19788016.0,22911527.0,23780219.0,31617745.0,32703480.0,26148012.0,29464974.0,38838822.0,29118429.0,26607344.0,27056280.0,0,14.6B-50B,149000000,Profitable,27399225.833333332,Good Volume,27399225.833333332,37250000.0,1.3595274635344776,25458333.333333332,608.6480523731587,1
CMA,5501690000,NYSE,131777000,273000000,324000000,350000000,351000000,261000000,189000000,228000000,262000000.0,26948011.0,45159824.0,35553999.0,59784626.0,66706643.0,122273191.0,68138214.0,144388013.0,28010893.0,30793389.0,31115015.0,30336111.0,38004200.0,27684650.0,16148512.0,22438989.0,25321072.0,30308367.0,34681563.0,37991103.0,21014410.0,30574448.0,29554476.0,18808165.0,0,0-14.6B,1298000000,Profitable,59404382.333333336,Good Volume,59404382.333333336,324500000.0,5.46255995355943,93250000.0,58.99935656836461,1
CMCSA,182536995000,NASDAQ,4115690000,4248000000,3834000000,3023000000,-4598000000,3396000000,3549000000,3057000000,4035000000.0,223741393.0,379898019.0,352486393.0,372006642.0,368715771.0,458021643.0,334287099.0,442500732.0,352295914.0,421836143.0,529048305.0,500211522.0,623608169.0,646023123.0,486329825.0,451532269.0,507956099.0,555320779.0,457125575.0,471209060.0,449178780.0,505066874.0,540316520.0,331424230.0,0,100B-500B,6507000000,Profitable,359144976.8333333,Good Volume,359144976.8333333,1626750000.0,4.529507872679835,856000000.0,213.24415303738317,1
CME,78720279000,NASDAQ,359746000,777600000,883800000,637900000,679600000,662500000,711000000,625200000,926500000.0,20825930.0,22967671.0,31713013.0,28090818.0,35416557.0,29285407.0,25812522.0,46829844.0,35646447.0,37814767.0,43719782.0,45786254.0,41134229.0,30342706.0,29236123.0,26120190.0,34272185.0,35508564.0,29493735.0,40558159.0,37145973.0,34651287.0,24301926.0,25834938.0,0,50B-100B,2978900000,Profitable,28049899.333333332,Good Volume,28049899.333333332,744725000.0,26.55000615688484,246004166.66666666,319.995714164733,1
CMG,49945969000,NYSE,27587600,341790000,291644000,223727000,257138000,259942000,158294000,133475000,204434000.0,3033952.0,4421974.0,5232164.0,6780048.0,5393626.0,6315601.0,6811628.0,5678645.0,6401137.0,5575257.0,5473546.0,5741793.0,7965210.0,5452601.0,4477238.0,6117725.0,4737199.0,6272992.0,4661038.0,6340335.0,7131881.0,7389498.0,4543128.0,4463201.0,0,14.6B-50B,1114299000,Profitable,5196227.5,Good Volume,5196227.5,278574750.0,53.61096102893878,77935166.66666667,640.8656212107927,1
CMI,32330930000,NYSE,141647000,720000000,790000000,631000000,400000000,702000000,418000000,394000000,534000000.0,7741568.0,16528187.0,17952865.0,17508723.0,24067179.0,21129813.0,16245013.0,31579778.0,17557366.0,16079420.0,17371538.0,23957713.0,19351919.0,15478604.0,18228322.0,20240902.0,18220243.0,20949006.0,21230805.0,30557718.0,24846722.0,22314000.0,21301970.0,21517417.0,0,14.6B-50B,2541000000,Profitable,17488055.833333332,Good Volume,17488055.833333332,635250000.0,36.32479253578169,191208333.33333334,169.08745260405317,1
CMS,15837860000,NYSE,291727000,198000000,204000000,171000000,165000000,148000000,353000000,639000000,189000000.0,39255145.0,47504452.0,32700908.0,35561195.0,43639977.0,57208975.0,40015818.0,42853959.0,38735849.0,33738543.0,37386006.0,45813552.0,50696805.0,38923978.0,40247788.0,34299043.0,40321849.0,40567347.0,37891641.0,50036586.0,37808756.0,33808939.0,26762878.0,25361649.0,0,14.6B-50B,738000000,Profitable,42645108.666666664,Good Volume,42645108.666666664,184500000.0,4.326404733591722,86125000.0,183.89387518142235,1
CNC,38509986000,NYSE,541479000,1058000000,1130000000,-213000000,738000000,-172000000,849000000,599000000,584000000.0,34320264.0,77827161.0,65372730.0,72426867.0,69193974.0,60525535.0,72170576.0,88850307.0,84567135.0,75484702.0,64722273.0,74601967.0,78745551.0,98201767.0,62559467.0,57382567.0,59091661.0,66640147.0,49736360.0,63005810.0,48316276.0,73211914.0,99271136.0,79037964.0,0,14.6B-50B,2713000000,Profitable,63277755.166666664,Good Volume,63277755.166666664,678250000.0,10.718616648355555,190541666.66666666,202.10795189153728,1
CNP,17534292000,NYSE,631184000,118000000,325000000,134000000,202000000,190000000,531000000,654000000,218000000.0,66822369.0,88268330.0,93076578.0,70503625.0,77916730.0,93000298.0,55260710.0,106862906.0,68179544.0,70864706.0,66719641.0,79407212.0,103712030.0,93651670.0,69817891.0,70149677.0,101094275.0,104332572.0,105913059.0,107482307.0,102194504.0,104081414.0,98680868.0,73892005.0,0,14.6B-50B,779000000,Profitable,81597988.33333333,Good Volume,81597988.33333333,194750000.0,2.3867009956720135,98833333.33333333,177.4127352445194,1
COF,37056991000,NYSE,381441000,1431000000,960000000,1232000000,1694000000,2031000000,2403000000,2425000000,3104000000.0,27925444.0,40488080.0,45446864.0,53952101.0,54548325.0,86810512.0,52503224.0,84279588.0,53496557.0,80560312.0,67799444.0,54137031.0,57641752.0,56781778.0,50395542.0,51539497.0,63545623.0,55031281.0,55125823.0,76263773.0,49351482.0,65817741.0,57522235.0,59550843.0,0,14.6B-50B,5317000000,Profitable,51528554.333333336,Good Volume,51528554.333333336,1329250000.0,25.796376731262587,636666666.6666666,58.20469790575917,1
COO,16422192000,NASDAQ,49524100,85300000,39800000,84600000,65600000,98400000,126600000,95300000,110300000.0,4767790.0,6510545.0,6224650.0,4577406.0,6523911.0,7418902.0,4093741.0,7700223.0,6022162.0,5440999.0,7414186.0,7655708.0,6543927.0,7227857.0,6095884.0,5732644.0,7596164.0,8755951.0,5245012.0,7737582.0,5027023.0,7944398.0,8010290.0,5649315.0,0,14.6B-50B,275300000,Profitable,6003867.333333333,Good Volume,6003867.333333333,68825000.0,11.463444506490873,29412500.0,558.3405694857629,1
COP,150057468000,NYSE,1197490000,2232000000,2920000000,3249000000,4527000000,5145000000,5759000000,2627000000,2379000000.0,66255889.0,98337640.0,92880739.0,97918923.0,116238404.0,140979251.0,113289480.0,163765004.0,155868441.0,97124730.0,125128160.0,147172934.0,152049990.0,160448573.0,147510177.0,142842672.0,200256573.0,167936914.0,135708737.0,233599283.0,172793270.0,176124909.0,151451473.0,176645441.0,0,100B-500B,12928000000,Profitable,102101807.66666667,Good Volume,102101807.66666667,3232000000.0,31.65467951901067,1201583333.3333333,124.88311366946391,1
COR,35141419000,NYSE,200854000,479581000,435402000,479745000,294737000,406964000,548014000,449105000,437698000.0,14418819.0,26956730.0,53799034.0,23201696.0,28221828.0,35227634.0,15917874.0,27110341.0,27550910.0,27453159.0,29411504.0,43924605.0,21385473.0,22770761.0,23178299.0,17294181.0,30571769.0,43445968.0,25527130.0,25402042.0,26624541.0,19238210.0,19897350.0,21099285.0,0,14.6B-50B,1689465000,Profitable,30304290.166666668,Good Volume,30304290.166666668,422366250.0,13.937506791186403,147135250.0,238.8375253380818,1
COST,253354099000,NASDAQ,442741000,2160000000,1302000000,1466000000,1364000000,1868000000,1353000000,1299000000,1324000000.0,23720101.0,33942850.0,32429328.0,36898722.0,35247990.0,43430222.0,33725488.0,48895306.0,31624150.0,40977723.0,54990841.0,40656894.0,44909971.0,49455119.0,42233425.0,46977046.0,54379810.0,80762146.0,49687916.0,59573742.0,41819651.0,57909087.0,60681934.0,42925380.0,0,100B-500B,6292000000,Profitable,34278202.166666664,Good Volume,34278202.166666664,1573000000.0,45.88922115435916,505666666.6666667,501.0298595912986,1
CPB,11947594000,NYSE,297945000,169000000,160000000,232000000,297000000,96000000,188000000,212000000,261000000.0,40934766.0,69188135.0,58108634.0,43558607.0,69756234.0,50234700.0,34642100.0,56501135.0,44139258.0,50402985.0,59537087.0,48293872.0,46783210.0,63982461.0,36529515.0,46943407.0,66120804.0,58490224.0,36864146.0,59137825.0,48478384.0,64216053.0,63442537.0,39641884.0,0,0-14.6B,858000000,Profitable,55296846.0,Good Volume,55296846.0,214500000.0,3.8790639162313165,67291666.66666667,177.54938452012382,1
CPRT,44847346000,NASDAQ,957356000,347785000,350431000,293677000,245848000,263735000,278620000,287412000,260363000.0,43958656.0,85473791.0,53776173.0,41604078.0,47437474.0,49523729.0,40026928.0,49806329.0,36235333.0,33986509.0,41324819.0,45546140.0,21670845.0,29223755.0,19242841.0,20307282.0,24243874.0,27848203.0,21471250.0,34551480.0,26007826.0,22930155.0,17767504.0,18380204.0,0,14.6B-50B,1237741000,Profitable,53628983.5,Good Volume,53628983.5,309435250.0,5.769925696988085,96994625.0,462.3693941803476,1
CPT,10341839000,NYSE,106771000,91099000,41917000,45709000,29844000,497315000,80745000,212898000,29483000.0,10487793.0,12527221.0,16356039.0,12809579.0,17773960.0,16372596.0,13264951.0,22308317.0,18065200.0,17176812.0,17396420.0,18721340.0,19634744.0,19091633.0,17301071.0,11170221.0,20177687.0,18714769.0,42511447.0,23126260.0,17722048.0,16937616.0,14823271.0,11849479.0,0,0-14.6B,208569000,Profitable,14387864.666666666,Good Volume,14387864.666666666,52142250.0,3.6240436790319177,42875416.666666664,241.20672879758214,1
CRL,9882050000,NYSE,51271000,97020000,103131000,187410000,96473000,109321000,93022000,137578000,103426000.0,4638879.0,10688098.0,10600633.0,7901074.0,10062676.0,12715014.0,10234860.0,13117880.0,12862644.0,9610388.0,13964079.0,14642314.0,10676381.0,13422406.0,14344794.0,8206277.0,10628247.0,12223778.0,11409165.0,11941886.0,10986197.0,9759351.0,6837886.0,9633667.0,0,0-14.6B,484034000,Profitable,9434395.666666666,Good Volume,9434395.666666666,121008500.0,12.8263117506873,38640875.0,255.74084437787707,1
CRM,202899685000,NYSE,973000000,1267000000,199000000,-98000000,210000000,68000000,28000000,-28000000,468000000.0,50099103.0,94511915.0,118565013.0,101137963.0,183530813.0,129715482.0,89677195.0,227464795.0,139360386.0,201955671.0,255577990.0,158889683.0,139821717.0,153974001.0,143638901.0,93369276.0,208204096.0,167465601.0,139568994.0,161284076.0,140976636.0,162371770.0,149752915.0,99123471.0,0,100B-500B,1578000000,Profitable,112926714.83333333,Good Volume,112926714.83333333,394500000.0,3.49341606706824,88083333.33333333,2303.4968968779567,1
CSCO,219611218000,NASDAQ,4054860000,3958000000,3212000000,2773000000,2670000000,2815000000,3044000000,2973000000,2980000000.0,181355732.0,337691211.0,428234741.0,383585699.0,362630796.0,448969695.0,349947842.0,426800658.0,388513182.0,327369868.0,376150505.0,424025172.0,414718420.0,408624700.0,429685267.0,368442162.0,491033981.0,645217925.0,383083928.0,498584499.0,419282627.0,480390842.0,471705076.0,509722580.0,0,100B-500B,12613000000,Profitable,357077979.0,Good Volume,357077979.0,3153250000.0,8.830704175123607,1017708333.3333334,215.78993785056295,1
CSGP,33328466000,NASDAQ,408337000,100520000,87131000,124372000,72290000,83473000,89318000,92900000,64304000.0,21044498.0,31902083.0,28628579.0,59980110.0,97686304.0,32652771.0,36489053.0,47525744.0,53977479.0,33913825.0,63510569.0,50546678.0,50762474.0,123267254.0,27530671.0,35662419.0,44157465.0,42650928.0,40155133.0,65478422.0,64303489.0,41675999.0,43103264.0,34254163.0,0,14.6B-50B,384313000,Profitable,45315724.166666664,Good Volume,45315724.166666664,96078250.0,2.1201967256803376,29762833.333333332,1119.8015197925824,1
CSX,62477115000,NASDAQ,2006330000,996000000,987000000,1018000000,1111000000,1178000000,859000000,934000000,968000000.0,162727861.0,290214435.0,269010388.0,288520326.0,244238324.0,232351624.0,275297570.0,331600226.0,255868198.0,273130424.0,268542011.0,305752109.0,364771370.0,396997990.0,298196358.0,311868110.0,342662297.0,410361587.0,272826304.0,438823314.0,257904661.0,318288897.0,255998943.0,250224152.0,0,50B-100B,4112000000,Profitable,247843826.33333334,Good Volume,247843826.33333334,1028000000.0,4.147773278069912,335458333.3333333,186.24403924978265,1
CTAS,52625924000,NASDAQ,101854000,385085000,346201000,325827000,324293000,351689000,294461000,315448000,294669000.0,5116491.0,8162353.0,7209315.0,10938640.0,7565148.0,7178286.0,6046739.0,8543523.0,6251934.0,7168192.0,7947026.0,8330700.0,8967438.0,10384413.0,7428346.0,9323489.0,11103623.0,11418637.0,8567114.0,12266430.0,9356529.0,13360674.0,11199864.0,6576296.0,0,50B-100B,1381406000,Profitable,7695038.833333333,Good Volume,7695038.833333333,345351500.0,44.87976051582846,109903041.66666667,478.8395589597346,1
CTLT,8386253000,NYSE,180272000,-227000000,80000000,-5000000,168000000,141000000,97000000,93000000,182000000.0,25423313.0,37023200.0,50071292.0,52316874.0,99219032.0,134594456.0,95906240.0,39368149.0,55555645.0,51123831.0,58276167.0,93625786.0,41485001.0,32224865.0,26657918.0,20174961.0,24537884.0,26327132.0,27709371.0,26294186.0,23154697.0,26345226.0,22285358.0,23465592.0,0,0-14.6B,16000000,Profitable,66441361.166666664,Good Volume,66441361.166666664,4000000.0,0.06020346256853603,22041666.666666668,380.4727258979206,1
CTRA,21964288000,NYSE,755046000,209000000,677000000,1032000000,1196000000,1229000000,608000000,938000000,64000000.0,76827463.0,113451281.0,132350900.0,115199988.0,160557592.0,168777906.0,120858410.0,252383547.0,176498480.0,154709658.0,228283328.0,230801290.0,135545817.0,167910303.0,161288368.0,164810444.0,290232375.0,219757942.0,175240529.0,316636882.0,167701225.0,169001232.0,165004428.0,176110982.0,0,14.6B-50B,3114000000,Profitable,127860855.0,Good Volume,127860855.0,778500000.0,6.08865004070245,248041666.66666666,88.550799932807,1
CTSH,33721586000,NASDAQ,505041000,463000000,580000000,521000000,629000000,577000000,563000000,576000000,544000000.0,40303569.0,64213142.0,86446124.0,67518819.0,84339495.0,79526688.0,62626667.0,99062112.0,84301799.0,105490589.0,95957026.0,91238560.0,78500938.0,67551276.0,60937236.0,72611221.0,60113564.0,76135591.0,54038529.0,74539854.0,61815944.0,60466938.0,58738080.0,53000967.0,0,14.6B-50B,2193000000,Profitable,70391306.16666667,Good Volume,70391306.16666667,548250000.0,7.7886038753407885,185541666.66666666,181.7467019986526,1
CTVA,35168805000,NYSE,709764000,714000000,595000000,-55000000,-331000000,969000000,564000000,159000000,30000000.0,38188463.0,98223688.0,92673083.0,71682226.0,79453923.0,60369886.0,41984387.0,84566442.0,80987164.0,56350335.0,56816531.0,71722553.0,67127015.0,72483116.0,63125513.0,50350341.0,99683105.0,118276529.0,71520631.0,114583670.0,73138497.0,48758507.0,56939270.0,57152966.0,0,14.6B-50B,923000000,Profitable,73431878.16666667,Good Volume,73431878.16666667,230750000.0,3.1423682161073416,110208333.33333333,319.1120302457467,1
CVS,91821752000,NYSE,1284400000,1901000000,2136000000,2302000000,-3416000000,3029000000,2354000000,1306000000,1598000000.0,77332306.0,169634419.0,227233817.0,179469454.0,192888145.0,190058499.0,160104942.0,193866071.0,169295035.0,211005943.0,108700451.0,135809158.0,140702959.0,100573963.0,109602852.0,90959037.0,102044470.0,124651816.0,109498354.0,125765970.0,128038971.0,159788537.0,123610372.0,129760405.0,0,50B-100B,2923000000,Profitable,172769440.0,Good Volume,172769440.0,730750000.0,4.229625331887399,467083333.3333333,196.58537448706514,1
CVX,315517043000,NYSE,1907600000,6010000000,6574000000,6353000000,11231000000,11622000000,6259000000,5055000000,6111000000.0,103522837.0,153218450.0,165280711.0,137360991.0,180550758.0,163295690.0,130898714.0,205948356.0,165052234.0,181801959.0,159618132.0,161691312.0,177679221.0,223317479.0,185467800.0,174441220.0,251807351.0,235020172.0,200072555.0,526661468.0,282783725.0,300049707.0,221128758.0,224686287.0,0,100B-500B,30168000000,Profitable,150538239.5,Good Volume,150538239.5,7542000000.0,50.10022719177608,2467291666.6666665,127.87991272481635,1
CZR,9757259000,NASDAQ,215290000,920000000,-136000000,-148000000,52000000,-123000000,-680000000,-434000000,-233000000.0,36090896.0,47628141.0,54230328.0,50349901.0,64107436.0,68618526.0,43554203.0,73800024.0,58636858.0,57245458.0,64959690.0,91327452.0,101299497.0,90190172.0,67069071.0,73851739.0,84113382.0,100376802.0,54992480.0,59980010.0,58419976.0,65374463.0,49951195.0,55401416.0,0,0-14.6B,688000000,Profitable,53504204.666666664,Good Volume,53504204.666666664,172000000.0,3.2147006215972533,-32583333.333333332,-299.4555191815857,1
D,35328557000,NYSE,836773000,599000000,997000000,-42000000,778000000,-453000000,711000000,1341000000,654000000.0,85445366.0,116297268.0,95908375.0,60866748.0,98360994.0,82162647.0,64278162.0,104761276.0,104784965.0,99110727.0,126776682.0,142603970.0,98498130.0,85748055.0,61220819.0,59093637.0,74586051.0,86037732.0,59257181.0,76386510.0,59671190.0,65691057.0,71529972.0,70342903.0,0,14.6B-50B,2332000000,Profitable,89840233.0,Good Volume,89840233.0,583000000.0,6.489297506608203,191041666.66666666,184.92592540894222,1
DAL,22263818000,NYSE,643418000,1108000000,1827000000,-363000000,829000000,695000000,735000000,-940000000,-408000000.0,163394669.0,163816317.0,145306219.0,238162279.0,266456665.0,204209946.0,230884866.0,235319556.0,141084218.0,255054506.0,195058731.0,162837264.0,269243119.0,220569796.0,191355020.0,283767258.0,341279257.0,264798506.0,328734678.0,418288502.0,265642570.0,273755313.0,347009114.0,275856664.0,0,14.6B-50B,3401000000,Profitable,196891015.83333334,Good Volume,196891015.83333334,850250000.0,4.318378857467676,145125000.0,153.41132127476314,1
DD,34562703000,NYSE,459061000,-131000000,257000000,4226000000,367000000,787000000,488000000,204000000,391000000.0,31907605.0,41894846.0,54980383.0,56367336.0,83958731.0,76131534.0,55188220.0,80041976.0,54666038.0,60988565.0,50305285.0,83271381.0,59490155.0,67330399.0,59983927.0,54075361.0,64838640.0,71362914.0,51835191.0,70822109.0,64439999.0,55308020.0,57858000.0,77480370.0,0,14.6B-50B,4719000000,Profitable,57540072.5,Good Volume,57540072.5,1179750000.0,20.503102424836186,274541666.6666667,125.89237699195628,1
DE,112475906000,NYSE,288001000,2978000000,2860000000,1959000000,2246000000,1884000000,2098000000,903000000,1283000000.0,15760424.0,29843695.0,36084596.0,25748434.0,37321853.0,43977731.0,32713338.0,35427908.0,31497918.0,27401021.0,27995813.0,39255600.0,27649284.0,26945507.0,36222461.0,27834329.0,36494934.0,45898299.0,32327127.0,57827746.0,41985462.0,40250320.0,32998541.0,39733236.0,0,100B-500B,10043000000,Profitable,31456122.166666668,Good Volume,31456122.166666668,2510750000.0,79.81753080360885,675458333.3333334,166.51790413916476,1
DFS,22700278000,NYSE,249948000,901000000,968000000,1033000000,1006000000,1103000000,1242000000,1067000000,1091000000.0,38365985.0,36635782.0,65090759.0,48173714.0,47762141.0,45502952.0,34439527.0,56434783.0,40600321.0,61755513.0,40673520.0,36920986.0,40011457.0,32985099.0,29939033.0,40726128.0,46687744.0,40646393.0,27865123.0,48323385.0,30459391.0,40421770.0,38654480.0,36776122.0,0,14.6B-50B,3908000000,Profitable,46921888.833333336,Good Volume,46921888.833333336,977000000.0,20.82183868322749,350458333.3333333,64.7731152062775,1
DG,24925889000,NYSE,219476000,468835000,514380000,659135000,526167000,678030000,552657000,597433000,487031000.0,66188541.0,108508711.0,63428091.0,46246755.0,107861265.0,41577160.0,30697298.0,49424483.0,35124592.0,43055193.0,50167461.0,33320555.0,34927869.0,36647862.0,36177402.0,31441091.0,38180591.0,55729334.0,37912350.0,48473831.0,38715715.0,46948549.0,44136131.0,30631625.0,0,14.6B-50B,2168517000,Profitable,72301753.83333333,Good Volume,72301753.83333333,542129250.0,7.498147987525882,186819500.0,133.42230869903838,1
DGX,13783580000,NYSE,112235000,235000000,202000000,101000000,256000000,234000000,355000000,390000000,505000000.0,10170678.0,15542637.0,16049780.0,16913597.0,20098114.0,20564854.0,20640115.0,30333026.0,22798824.0,20633986.0,22035553.0,24251884.0,23389646.0,19716825.0,18026096.0,16785989.0,17667547.0,22971410.0,23607395.0,27550868.0,26849485.0,26621096.0,24027099.0,26462694.0,0,0-14.6B,794000000,Profitable,16556610.0,Good Volume,16556610.0,198500000.0,11.989169280426367,94916666.66666667,145.21769973661105,1
DHI,35360494000,NYSE,338297000,1335100000,942200000,958700000,1631800000,1647800000,1436300000,1141600000,1339000000.0,34458620.0,51231682.0,62151334.0,64342019.0,61732392.0,60358306.0,65557853.0,74551544.0,55161462.0,53832841.0,56413246.0,63592379.0,63933538.0,70144097.0,47470210.0,72804895.0,94639274.0,74846791.0,79651488.0,80680886.0,79850843.0,81709955.0,68172338.0,56097039.0,0,14.6B-50B,4867800000,Profitable,55712392.166666664,Good Volume,55712392.166666664,1216950000.0,21.843434695093105,434687500.0,81.34693084112149,1
DHR,155386184000,NYSE,738352000,1106000000,1450000000,2232000000,1572000000,1680000000,1725000000,1788000000,1158000000.0,44757134.0,49765599.0,44367188.0,71141992.0,60133028.0,77952614.0,65948367.0,55809080.0,46508195.0,58922232.0,43339731.0,57397832.0,67590278.0,51393418.0,40296544.0,45721714.0,49116267.0,59297194.0,60649715.0,58585200.0,51489001.0,76874405.0,54972199.0,57157868.0,0,100B-500B,6360000000,Profitable,58019592.5,Good Volume,58019592.5,1590000000.0,27.40453580400448,529625000.0,293.3890658484777,1
DIS,156830433000,NYSE,1829780000,-460000000,1271000000,1279000000,162000000,1409000000,470000000,1104000000,159000000.0,147812434.0,319930810.0,377423405.0,320380674.0,282732867.0,334702686.0,156445196.0,196653778.0,252915943.0,228917669.0,301451458.0,427618373.0,180489304.0,209164018.0,294094092.0,196254179.0,241459562.0,322911294.0,273773815.0,224925323.0,250868699.0,269185309.0,250467355.0,348581552.0,0,100B-500B,2252000000,Profitable,297163812.6666667,Good Volume,297163812.6666667,563000000.0,1.8945779263894622,224750000.0,697.7994794215796,1
